id,name,host_id,host_name,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
3883392,Open Plan 2bdr/1bath in Queen Anne,19932967,Pat & Roberta,13-08-2014,t,1,1,t,t,t,Apartment,Entire home/apt,4,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,$245.00,1,$0.00,3,14,13,98,f,moderate,f,f,1,0.92
8889257,Elegance in Historic Queen Anne,25899989,Ellie,10-01-2015,f,1,1,t,t,t,House,Entire home/apt,5,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,$165.00,4,$20.00,2,1125,3,100,f,strict,f,f,1,3
5680462,Stunning 6 bd in THE BEST Location!,22372266,Sarah,10-10-2014,f,1,1,t,t,t,House,Entire home/apt,16,3.5,6,15,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,$461.00,8,$50.00,3,29,18,98,t,strict,f,f,1,2.65
8988178,"Lovely Queen Anne Cottage, 2 BR",2983711,Paige,18-07-2012,f,1,1,t,f,f,House,Entire home/apt,5,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,$109.00,1,$0.00,3,15,1,80,f,strict,f,f,1,0.73
3245876,Park Life in Lower Queen Anne,9465817,Libby,16-10-2013,f,1,1,t,t,t,Apartment,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Pets Allowed"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",,$66.00,1,$25.00,1,10,84,95,f,moderate,f,f,1,4.55
4933447,"Private Garden Suite, Bay View",25417834,Markus And Melissa,31-12-2014,t,1,1,t,t,t,House,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$99.00,1,$0.00,2,14,45,98,t,moderate,f,f,1,4.58
7735464,Queen Anne Getaway Near Seattle!,6170760,Sam,30-04-2013,f,1,1,t,t,t,Apartment,Private room,2,2,1,1,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,$200.00,1,$0.00,1,1125,0,,f,flexible,f,f,1,
6291829,Grand Craftsman Home on Queen Anne,32713558,Kary,05-05-2015,f,1,1,t,t,t,House,Entire home/apt,10,3.5,5,5,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo}",,$700.00,1,$0.00,3,30,5,85,f,flexible,f,f,1,0.82
9218403,Queen Anne View One Bedroom,14100483,Annie,09-04-2014,f,1,1,t,t,f,Condominium,Entire home/apt,1,1,1,1,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,$110.00,1,$0.00,1,1125,1,100,f,flexible,f,f,1,1
4125779,Cozy Queen Anne Finished Basement,21401856,Nick,16-09-2014,f,1,1,t,f,t,House,Private room,3,1.5,1,2,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",,$99.00,1,$10.00,1,1125,11,84,f,moderate,f,f,1,0.71
8942678,Lovely Queen Anne home,46675077,Susanna,16-10-2015,f,1,1,t,f,t,House,Entire home/apt,8,2,4,4,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher""}",,$450.00,1,$0.00,4,1125,1,100,f,flexible,f,f,1,0.86
10106055,"Cozy Lower Level, Upper Queen Anne",51860756,Maggie & Alex,20-12-2015,f,1,1,t,f,t,House,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",,$75.00,1,$0.00,1,1125,0,,f,flexible,f,f,1,
6362362,Charming home on Queen Anne,33147763,Tracy,11-05-2015,f,1,1,t,f,t,House,Entire home/apt,5,2.5,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,$600.00,1,$0.00,3,1125,1,100,f,moderate,f,f,1,0.18
3544550,VIEW-Monthly Rental Available,16708587,Jill,12-06-2014,f,2,2,t,t,t,House,Entire home/apt,8,2.5,3,5,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,$450.00,6,$50.00,4,1125,8,100,f,strict,f,f,2,1.3
9025039,Cute Bungalow-Close to Everything!,68155,Lori,06-01-2010,f,1,1,t,t,t,House,Entire home/apt,5,1,2,3,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,Hangers}",,$150.00,1,$0.00,1,1125,0,,f,flexible,f,f,1,
3200646,Micro Gypsy Wagon on Queen Anne,4016632,Jean-Marc,30-10-2012,t,5,5,t,t,t,Camper/RV,Private room,2,1,1,1,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Essentials}",,$45.00,1,$0.00,2,7,80,95,f,strict,t,t,5,4.38
8859380,STUNNING VIEW of Puget Sound,3792761,Kimberly,07-10-2012,f,5,5,t,t,t,Apartment,Entire home/apt,6,2,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$300.00,1,$0.00,2,1125,6,100,t,moderate,f,f,1,2.47
4520099,Open Airy Queen Anne Condo,6184895,Lana,01-05-2013,f,1,1,t,t,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,$80.00,3,$50.00,2,1125,4,85,f,strict,f,f,1,0.33
2481869,Airy + Bright Queen Anne Cottage,5177328,Andrea,21-02-2013,t,6,6,t,t,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",,$175.00,1,$0.00,2,365,38,96,f,strict,t,t,6,1.86
1110749,Queen Anne 3 bed near everything,5325329,Blair,04-03-2013,f,9,9,t,t,t,House,Entire home/apt,6,1.5,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}",,$325.00,6,$60.00,2,1125,68,92,f,strict,f,f,8,2.18
5978498,1914 Stunner View Ocean Mountain,31037494,Silvia,11-04-2015,f,1,1,t,t,t,House,Entire home/apt,4,3,3,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}",,$175.00,1,$0.00,4,120,8,88,f,flexible,f,f,1,1.31
5021081,Seattle Queen Anne Beauty,25906186,Vacation,10-01-2015,f,1,1,t,t,t,House,Entire home/apt,7,3.5,4,3,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,$222.00,7,$75.00,2,1125,5,75,t,strict,f,f,1,0.99
1686930,The Hideaway- Queen Anne/downtown,8916363,Paige,18-09-2013,f,1,1,t,f,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,$159.00,1,$0.00,1,1125,62,97,f,strict,f,f,1,2.27
7680289,QUEEN ANNE VIEW ONE! - SEATTLE,40335071,Kevin,02-08-2015,f,2,2,t,t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$125.00,2,$25.00,2,365,19,95,t,moderate,f,f,2,4.35
7207641,"URBAN SANCTUARY, 3BR, QUEEN ANNE",6544973,Joe & Anna,23-05-2013,f,1,1,t,t,t,House,Entire home/apt,8,3,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,$348.00,6,$20.00,3,1125,5,96,f,strict,f,f,1,0.97
5062445,Cozy Homebase Close to Downtown,21072725,Chris,08-09-2014,f,1,1,t,f,t,House,Private room,1,1,1,1,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials}",,$45.00,1,$0.00,1,1125,7,97,f,flexible,f,f,1,0.9
8925878,VIEW QUEEN ANNE! - VINTAGE SEATTLE,40335071,Kevin,02-08-2015,f,2,2,t,t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",,$150.00,2,$25.00,2,365,2,100,t,moderate,f,f,2,0.83
6389657,Cute little Seattle Studio!,2052160,Ruth,02-04-2012,t,1,1,t,t,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$80.00,1,$0.00,3,1125,11,98,f,flexible,f,f,1,1.98
4218733,Walker's Dream on Queen Anne Hill,21896205,Henry,28-09-2014,f,1,1,t,t,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$110.00,2,$15.00,2,1125,71,90,f,moderate,f,f,1,4.7
2715623,"DARLING VINTAGE COTTAGE, QUEEN ANNE",8242272,Debera,18-08-2013,f,1,1,t,t,t,House,Entire home/apt,3,1,1,2,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$148.00,2,$20.00,3,365,9,91,f,strict,t,t,1,0.46
1392332,Modern Eco-Friendly View Retreat,2315558,Holly,07-05-2012,f,1,1,t,t,t,House,Entire home/apt,4,1.5,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,$350.00,4,$0.00,2,30,41,98,f,moderate,f,f,1,1.38
7308567,Beautiful 1 Bedrm in Queen Anne,17597607,Nicole,03-07-2014,t,1,1,t,t,t,Apartment,Entire home/apt,3,1.5,1,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,$150.00,1,$0.00,2,1125,18,98,f,moderate,f,f,1,3.35
6575380,One bedroom with Lounge,34392395,Sam,27-05-2015,f,1,1,t,t,t,House,Private room,5,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,$150.00,1,$0.00,1,1125,9,100,f,flexible,f,f,1,1.99
6004058,LOWER QUEEN ANNE STUDIO W/PATIO,9031463,Marina,24-09-2013,f,1,1,t,t,t,Apartment,Entire home/apt,2,1,0,1,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",,$100.00,1,$0.00,1,1125,20,92,f,flexible,f,f,1,2.29
9550869,Queen Anne Craftsman,12867960,Maureen,06-03-2014,f,1,1,t,t,t,Bungalow,Entire home/apt,10,3,4,4,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Hangers}",,$349.00,1,$0.00,1,1125,0,,f,strict,f,f,1,
8515408,Queen Anne Hill Craftsman studio,3502513,Jennifer,07-09-2012,f,1,1,t,t,t,Bungalow,Entire home/apt,2,1,0,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",,$110.00,1,$0.00,2,1125,3,100,f,moderate,f,f,1,1.06
5383192,Craftsman House Near Everything,27606550,Christine,11-02-2015,f,1,1,t,t,t,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,$160.00,2,$25.00,2,1125,1,100,f,moderate,f,f,1,0.16
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Annie,10-04-2013,f,1,1,t,t,t,House,Entire home/apt,4,1,1,3,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating}",,$130.00,2,$25.00,3,1125,26,95,t,moderate,f,f,1,0.8
7772661,:: Carriage House :: Queen Anne ::,40885963,Michael,08-08-2015,f,1,1,t,t,t,House,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$99.00,2,$50.00,1,1125,2,100,f,moderate,f,f,1,2
9254900,STUDIO APARTMENT WITH A VIEW,27128936,Anisa,02-02-2015,f,1,1,t,t,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{""Wireless Internet"",Kitchen,Washer,Dryer,Essentials}",,$100.00,1,$0.00,1,1125,0,,f,flexible,f,f,1,
7714294,Top Floor Apt. W/ Spectacular View!,3521823,Elise,10-09-2012,f,2,2,t,t,t,Apartment,Entire home/apt,3,1,1,1,Futon,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",,$137.00,2,$20.00,2,1125,3,100,t,moderate,f,f,2,0.64
10310373,"Cozy, cute, Queen Anne living",53050379,Ana,02-01-2016,f,1,1,t,f,t,Apartment,Private room,3,1,1,1,Real Bed,"{""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers}",,$20.00,1,$0.00,1,1125,0,,f,flexible,f,f,1,
9368342,"Beautiful, Modern Townhouse",1039322,Manomi,30-08-2011,f,1,1,t,t,t,Townhouse,Entire home/apt,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}",,$150.00,2,$30.00,4,1125,0,,f,strict,f,f,1,
6361863,Located in the heart of Queen Anne,25150356,Kurt & Anna,24-12-2014,f,1,1,t,t,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$145.00,2,$10.00,2,1125,44,94,f,moderate,f,f,1,5.64
8105221,Cozy room in Modern Queen Anne Home,15155647,Shiri,06-05-2014,f,1,1,t,t,t,Townhouse,Private room,2,1,1,1,Futon,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",,$80.00,1,$0.00,1,1125,10,100,f,flexible,f,f,1,2.5
3269390,Stand alone Guest Cottage,12171359,Diane,12-02-2014,t,3,3,t,t,t,House,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$95.00,1,$0.00,3,1125,77,98,t,moderate,f,f,1,4.12
4566393,Beautiful West Queen Anne Craftsman,23669617,Irmela,12-11-2014,f,1,1,t,f,t,House,Entire home/apt,4,2.5,3,3,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",,$400.00,4,$20.00,2,1125,0,,f,moderate,f,f,1,
9282409,Bright & Airy room w/ $1M views,560743,Zachary,05-05-2011,f,1,1,t,t,t,House,Private room,2,2,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",,$85.00,1,$0.00,2,1125,2,100,f,moderate,f,f,1,1.3
